09/25/14	FRA	SFO		OI
09/26/14	FRA	SFO		OI
09/27/14	FRA	SFO		OI
09/28/14	FRA	SFO		OI
09/29/14	FRA	SFO		OI
09/30/14	FRA	SFO		OI
10/01/14	FRA	SFO		OI
10/02/14	FRA	SFO		OI
10/03/14	FRA	SFO		OI
10/04/14	FRA	SFO		OI
10/05/14	FRA	SFO		OI
10/06/14	FRA	SFO		OI
10/07/14	FRA	SFO		OI
10/08/14	FRA	SFO		OI
10/09/14	FRA	SFO		OI
10/10/14	FRA	SFO		OI
10/11/14	FRA	SFO		OI
10/12/14	FRA	SFO		OI
10/13/14	FRA	SFO		OI
10/14/14	FRA	SFO		OI
10/15/14	FRA	SFO		OI
10/16/14	FRA	SFO		OI
10/17/14	FRA	SFO		OI
10/18/14	FRA	SFO		OI
10/19/14	FRA	SFO		OI
10/20/14	FRA	SFO		OI
10/21/14	FRA	SFO		OI
10/22/14	FRA	SFO		OI
10/23/14	FRA	SFO		OI
10/24/14	FRA	SFO		OI
10/25/14	FRA	SFO		OI
10/26/14	FRA	SFO		OI
10/27/14	FRA	SFO		OI
10/28/14	FRA	SFO		OI
10/29/14	FRA	SFO		OI
10/30/14	FRA	SFO		OI
10/31/14	FRA	SFO		OI
11/01/14	FRA	SFO		OI
11/02/14	FRA	SFO		OI
11/03/14	FRA	SFO		OI
11/04/14	FRA	SFO		OI
11/05/14	FRA	SFO		OI
11/06/14	FRA	SFO		OI
11/07/14	FRA	SFO		OI
11/08/14	FRA	SFO		OI
11/09/14	FRA	SFO		OI
11/10/14	FRA	SFO		OI
11/11/14	FRA	SFO		OI
11/12/14	FRA	SFO		OI
11/13/14	FRA	SFO		OI
11/14/14	FRA	SFO		OI
09/20/14	CDG	SFO		OI
09/21/14	CDG	SFO		OI
09/22/14	CDG	SFO		OI
09/23/14	CDG	SFO		OI
09/24/14	CDG	SFO		OI
09/25/14	CDG	SFO		OI
09/26/14	CDG	SFO		OI
09/27/14	CDG	SFO		OI
09/28/14	CDG	SFO		OI
09/29/14	CDG	SFO		OI
09/30/14	CDG	SFO		OI
10/01/14	CDG	SFO		OI
10/02/14	CDG	SFO		OI
10/03/14	CDG	SFO		OI
10/04/14	CDG	SFO		OI
10/05/14	CDG	SFO		OI
10/06/14	CDG	SFO		OI
10/07/14	CDG	SFO		OI
10/08/14	CDG	SFO		OI
10/09/14	CDG	SFO		OI
10/10/14	CDG	SFO		OI
10/11/14	CDG	SFO		OI
10/12/14	CDG	SFO		OI
10/13/14	CDG	SFO		OI
10/14/14	CDG	SFO		OI
10/15/14	CDG	SFO		OI
10/16/14	CDG	SFO		OI
10/17/14	CDG	SFO		OI
10/18/14	CDG	SFO		OI
10/19/14	CDG	SFO		OI
10/20/14	CDG	SFO		OI
10/21/14	CDG	SFO		OI
10/22/14	CDG	SFO		OI
10/23/14	CDG	SFO		OI
10/24/14	CDG	SFO		OI
10/25/14	CDG	SFO		OI
10/26/14	CDG	SFO		OI
10/27/14	CDG	SFO		OI
10/28/14	CDG	SFO		OI
10/29/14	CDG	SFO		OI
